File,ground_truth,wav2vec2,IC,Ourmodel
02001810001_chunk_083.wav,लाखों करोड़ रुपये के मूल्य के,न लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के
02001810001_chunk_103.wav,किसी किट को मार पाएं क्या,किसी कीत को मार पाे क्या,किसी कीत को मार पाए क्या,किसी कीत को मार पाए क्या
02001810001_chunk_120.wav,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है
02001810001_chunk_129.wav,और ये निजी स्वार्थ के चक्कर में,और ये निजी स्वार्थ के चक्कर में,और ये निजी स्वर्क के चक्कर में,और ये निजी स्वार् के चक्कर में
02001810001_chunk_132.wav,लिए ले रहे है अब आप कल्पना करिए,लिए ले रअब आप कल्पना करिंए,लिए ले रहे हैं अब आप कल पर न करिए,लिए लेयरअब आप कल्पना करिए
02001810001_chunk_182.wav,ब्रह्म कितनी सरल सी कहानी है,ो ब्रह्म कितनी सरल सी कहानी है,ब्रह्म कितनी सरल स कहानी है,ब्रह्म कितनी सरल सी कहानी है
02001810001_chunk_186.wav,समुद्र से पानी भाप होकर के कहा इकट्ठा होता है,समुद्र से पानी वह पुरेट होकर के का इकट्ठा होता है,समुद्र से पानी इवय पूुरेड हो कर के का इकट्ठा होता है,समुद्र से पानी इवह प्रेट होकरके कहां इकट्ठा होता है
02001810001_chunk_209.wav,ये कोई छोटी चीज है,े ये कोई छोटी चीज है,ये कोई छोटी चीज़ है,ये कोई छोटी चीज है
02001810001_chunk_226.wav,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है
02001990001_chunk_019.wav,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर आर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर आर्गेनिक फॉर्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या
02001990001_chunk_112.wav,वो रहता है कि जमीन कितनी मजबूत है और हमारा नोवा मॉड्यूल पूरा का पूरा newट्रियंट मैनेजमेंट में रहेगा,वो रहता है कि जमीन कितनी मजबूत है और हमारा नवा मॉड्यूल पूरा का पूरा न्यूट्रियंट मैनेजमेंट पें रहेगा,वो रहता है कि ज़मीन कितनी मजबूत है और हमारा नोवा मॉड्यूल पूरा का पूरा न्यूट्रियन मैनेजमेंट पे रहेगा,वो रहता है कि जमीन कितनी मजबूत है और हमारा नौवा मॉड्यूल पूरा का पूरा न्यूट्रियंट मैनेजमेंट पे रहेगा
02002160001_chunk_030.wav,एक बीगा एक एकड भी नहीं थी मेरे पास,एक बीगा एक एकड विनेति मेरे पास,एक बीगाा एक एक विनेतिी मेरे पास,एक बिगा एक एकड़ विनी ती मेरे पास ै
02002160001_chunk_072.wav,मैं ये कहना चाहूँगा,ज मैं ये कहना चाहूंगा,मैं ये कहना चाहूँगा,मैं ये कहना चाहूंगा
02002160001_chunk_150.wav,वो माता ही किस काम की,वो माता ही किस कारम की,वो माता ही की स् काान की,वो माता ही किस कार की
02002160001_chunk_221.wav,जिसमें,ैं जिसमें,जिसमें,जिसमें
02002270001_chunk_047.wav,ये आपकी कोंकोनट की वैराइटीज है तो यू हैव टू रिमेंम्बर ये आपका कोकोनट का पौधा होता इस तरीके से लगता है,ये आपकी कोंकोनट की वैराइटीज हैं तो यू हैव टू रिमेंबर ये आपका कोंकोनट का पौधा होताह इस तरीके से लगता है,ये आपकी कोकोनट की वैरायटीज़ हैं तो यू है ट रिमें्बरट ये आपका कोकोनट का पौधा होता है इस तरीके से लगता है,ये आपकी कोकोनट की वेराइटीज हैं तो यू हैव टू रिमेंबरट ये आपका कोकोनाट का पौधा होता ह इस तरीके से लगता है
02002270001_chunk_116.wav,इसके बाद आता है एप्पलस्केब ये भी एक बहुत ही बेकार डिजीज होती है जो आपकी एप्पल में देखने को मिलता है,इसके बाद आता है एप्पल स्केब ये भी एक बहुत ही बेकार डिजीज होती है जो आपकी एप्ल में देखने को मिलता है,इसके बाद आता है एप्पल स्केब ये भी एक बहुत ही बेकार डिज़ीज़ होती है जो आपके एप्पल में देखने को मिलता है,इसके बाद आता है एपल स्केब ये भी एक बहुत ही बेकार् डिजीज होती है जो आपकी एपपल में देखने को मिलता है
02002270001_chunk_212.wav,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है,इसमें थोड़ासा कम समझ में आया तो आप फिर से जाइयए दो करॉप मैंने पढ़ाई है,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है
02002760001_chunk_001.wav,अगर देश का अन्न दाता किसान कर्जदार है,अगर देश का अनदाता किसान कर्जदार है,अगर देश का अन्यदाता किसान कर्ज़दार है,अगर देश का अनदाता किसान कर्जदार है
02002760001_chunk_017.wav,तुमको तीन चीजों की तलाश करनी है,तुमको तीन चीजों की तलाश करनी है,तुमको तीन चीज़ों की तलाश करनी है,तुमको तीन चीजों की तलाश करनी है
02002760001_chunk_052.wav,धर्म का अगर ज्ञान होता,ै धर्म का अगर ज्ञान होता,धर्म का अगर ज्ञान होता,धर्म का अगर ज्ञान होता
02002760001_chunk_104.wav,यही खेती है,यही खेती है,यही खेती है,यही खेती है
02002760001_chunk_110.wav,संस्कृति संस्कार,संस्कृति संस्कार,संस्कृति संस्कार,संस्कृति संस्कार
02002760001_chunk_138.wav,उसके पहले पचास कुंटल वाली होई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली हुई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली बोई थी तो पचास कु्ंटल हुआ था क्या,उसके पहले पचास कुंटल वाली हुई थी तो पचास कुंटल हुआ था क्या
02002760001_chunk_183.wav,चकबंदी के नाम पर तुम्हारे तीन जगह चक हैं और एक जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह चगह और इस जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह चक हैं वो इस जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह जगहै वो एक जगह कर देंगे
02002760001_chunk_226.wav,इसके अलावा आप बताओ मित्र जरा कायदे से सोचना,इसके अलावा बताओ मित्र जरा कायदे से सोचगा,इसके अलावा बताओ मित्र जरा कादे से सोचना,इसके अलावाा बताओ मित्रचरा कायदे से सोचना
02002760001_chunk_230.wav,वायु दिन में इक्कीस हजार बार सांस लेते हैं अग्नि सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछ पानी जिंदगानी है सच्ची ये कहानी है,वायु दिन में ीस हजारबार स्वांस लेते हैं अग्निसूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चलाहै पानी की बदौलत कुछो पानी जिंदगानीय सच्चीए कहानी है,वायु दिन में इक्कीस हज़ार बार स्वांँस लेते हैं अग्नी सूरज की रशती का कारोबार सारा कारोबार सूरज की रश से चल रहा है पानी की बदौलत कुछ पानी ज़िंदगानी सब ची य कहानी है,वायु दिन में इक्कीस हजार बार स्वांस लेते हैं अगनी सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछो पानी जिंदगानी है सब्चीए कहानी है
02002760001_chunk_258.wav,और यह मनुष्य,और यह मनुष,और ये है मनुष्य,और येहै मनुष
02003470001_chunk_008.wav,और,और,और,और
02003470001_chunk_020.wav,अच्छा आपने जिमि कंद की खेती किसी को देखकर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,इच्छा आपने जिमीकंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमी कंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमी कंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था
02003470001_chunk_082.wav,ये जो गजंद्र प्रजाति का जीमीकंद है,ये जो गजेंद्र प्रजात का जीमिकंत है,ये जो गजेंदा प्रजाद का जीवी कध है,ये जो गजंद्रा प्रजात का जीमीकंद है
02003470001_chunk_201.wav,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे
02003470001_chunk_289.wav,हाँ,ा,हाँ,
02003470001_chunk_304.wav,और जो है,र जो है,और जो है,जो है
02003470001_chunk_327.wav,अच्छा अच्छा आप जाये खेत में जेठ बैशाख में हा गन्ने की पत्ति का बोझ खेतो में डाल दीजिए ह और सुबह देखे जाकर उसमें नमी कहां से हैं हवा में पैसठ पर्सेंट नमीं है हा यानि आच्छादन मलचिंग है,ै अच्छा अच्छा आप गाय खेत में जेट बचाक में ह बन्य की पत्ति का बोझ खेतो में डाल दीजिए हाँ और सुबह देखे जाकर उतुमें नमी कहां से दी हाब हवा में पैसट प्रसनद नमीं है हाँ तोयानि आक्छादन जो मलसिंग है,अच्छा अच्छा भई आप जााह खेत में जेट बचा के में हाँ गने की पत्ती का बोज खेत में डाल दीजिए हाँ और सुबह देखिए जाकर उसमें नमी कहाँ से दे हाँ यदि हवा में पैंसठ परसन नमी है हाँ तो यानी आज छदन जो मलसिह है,अच्ा अच्छा भई आप गाय खेत में जे बताक में बनने की पत्ती का बोध खेत में डाल दीजिए और सुबह देखिे जागर उसमें नी कहां से दी औरइ हवा में पैसठ पर्सेट नमी है त यानी आज छादनजोमलचिं है
02003470001_chunk_334.wav,आपने बो दिया हाँ उसमें एक कल्ला निकला हा फिर उस कल्ले को किसीने तोड़ दिया या काट दिया,र आपने बो दिया हां उसमें एक कल्ला निकला हा किंत उस कल्ले को किसने तोड़ दिया या,आपने वो दिया हाँ उसमें एक कल्ला निकला हाँ हाँ यद उस कल्ले को किस ने तोड़ दिया,आपने बो दिया उसमें एक कल्ला निकला फिर उस कल्ले को जिसने तोड़ दिया ा
02003680001_chunk_001.wav,किसान भाइयों और नमस्कार,तकतकतकतकसतकतकिसान भाई और नमस्कार,किसान भइ नमस्कार,किसान भाई और नमस्कार
02003680001_chunk_007.wav,भारतीय संस्कृति में,भारतीय संस्कृति में,भारतीय संस्कृति में,भारतीय संस्कृति में
02003680001_chunk_008.wav,हम सभी लोग गाय को मां का दर्जा देते आए,हम सभी लोग गाय को मां का दर्जा देते आए,हम सभी लोग गाय को माँ का दर्जा देते आए,हम सभी लोग गाय को मां का दर्जा देते आए
02003680001_chunk_016.wav,आज वो भी बड़े बड़े शहरों में रोजीरोटी के लिए भटक रहे हैं बहुत सारे किसान,े आज वो भी बड़ेबड़े शहरों में रोजीरोटी के लिए भटक रहेबहुत सारे किसान,आज वो भी बड़े बड़े शहरों में रोज़ी रोटी के लिए भटक रहे हैं बहुत सारे किसान,आज वो भी बड़ेबड़े शहरों में रोजी रोटी के लिए भटक रहे बहुत सारे किसान
02003680001_chunk_021.wav,बढ़ाने की बात करती हैं कि किसानों की आय को कैसे दोगुना किया जाए,ी बढ़ाने की बात करती हैं कि किसानों की आय को कैसे दोगुना किया जाए,बढ़ाने की बात करती हैं कि किसानों की आयक कैसे दो गुना किया जाए,बढ़ाने की बात करती है कि किसानों की आय को कैसे दो गुना किया जाए
02003680001_chunk_024.wav,उनका नाम भी आपने सुना होगा जो जीरो बजट खेती की बात कहते हैं और गंवा है आधारित खेती की बात करते हैं कि,ि उनका नाम भी आपने सुना होगा जो जीरोबजट खेती की बात कहते हैं और उगंवहाधारित खेती की बात करते हैं कि,उनका नाम भी आपने सुना होगा जो ज़ीरो बजट खेती की बात करते हैं और वो गव आधारित खेती की बात करते हैं कि,उनका नाम भी आपने सुना होगा जो जीरो बजट खेती की बात कहते हैं और गवाधारित खेती की बात करते हैं कि
02003680001_chunk_029.wav,वो आम व्यक्ति,ै वो आम व्यक्ति,वो आम व्यक्ति,वो आम व्यक्ति
02003680001_chunk_042.wav,वीडियो में मैंने पहले बताया था कि आज इस देश का,क वीडियो में मैंने पहले बताया था कि आज इस देश का,वीडियो में मैंने पहले बताया था कि आज इस देश का,वीडियो में मैंने पहले बताया था कि आज इस देश का
02003680001_chunk_049.wav,किसान के बेटे हैं,े किसान के बेटे हैं,किसान के बेटे हैं,किसान के बेटे हैं
02003680001_chunk_074.wav,वो एक जोड़ी बैल रखता था,वो एक जोड़ी बैल रखता था,वो एक जोड़ी बैल रखता था,वो एक जोड़ी बैल रखता था
02003680001_chunk_075.wav,अपने उसके निजी बैल थे और चूंकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वय कर लेता था यानि बैलों से खेतों की जोताई बुआई का काम सारा स्वयं कर लेता था,अपने उसके निजी बैल थे और जुकी तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वयं कर लेता था यानि बैलों से खेतों की जोताई बुआई का काम सरस स्वयं कर लेता था,अपने उसके निजी बैल थे और चूंकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वयं कर लेता था यानी बैलों से खेतों की जुताई बुआई का काम सारा स्वयं कर लेता था,अपने उसके निजी बैल थे और जोकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वयं कर लेता था यानि बैलों से खेतों की जुताई बुआई का काम सरा स्वयं कर लेता था
02003680001_chunk_078.wav,जिसकी कोई रोजी रोटी नहीं थी,र जिसकी कोई रोजी रोटी नहीं थी,जिसकी कोई रोज़ी रोटी नहीं थी,जिसकी कोई रोजी रोटी नहीं थी
02003680001_chunk_080.wav,बड़े किसान का खेत जोतना फसलों की बुआई करना फसलों की निकाई गुराई करना,बड़े किसान का खेत जोतना फसलों की बुआई करना फसलों की निकाईगुराई करना,बड़े किसान का खेत जोतना फसलों की बुआई करना फसलों की निकाई बुआई करना,बड़े किसान का खेद जोतना फसलों की बुआई करना फसलों की निकाई गुलाई करना
02003680001_chunk_082.wav,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी,तो गाँव में कहीं भी किसी को खाने की समस्या नहीं थी,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी
02003680001_chunk_090.wav,और उसने अपनी खेती ट्रैक्टर से प्रारंभ की गांव के दस लोगों की ओर खेती ट्रेक्टर से प्रारंभ हो गई,ा और उसने अपनी खेती ट्रैक्टर से प्रारंभ की गांव के दस लोगों की ओर खेती ट्रैक्टर से प्रारंभ हो गई,और उसने अपनी खेती ट्रैक्टर से प्रारंभ की गाँव के दस लोगों की और खेती ट्रैक्टर से प्रारंभ हो गई,और उसने अपनी खेती टरैक्टर से प्रारंभ की गांव के दस लोगों की और खेती टैक्टर से प्रारंभ हो गई
02003680001_chunk_091.wav,आज की तारीख में हर गांव में दस परसेंट लोगों के पास ट्रेक्टर है,आज की तारीख में हरगांव में दस पर्सेंट लोगों के पास ट्रैक्टर है,आज की तारीख में हर गांँव में दस परसेंट लोगों के पास ट्रैक्टर है,आज की तारीख में हरगांव में दस परसेंट लोगों के पास टेक्टर है
02003680001_chunk_092.wav,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो ट्रैक्टर का जो आंकड़ा है वो लगभग लगभग व परसेंट लोगों के पास से ट्रैक्टर हैं नब्बे परसंट लोगों के पास टैक्टर बिल्कुल नहीं और उनके पास बैल भी नहीं है,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो ट्रैक्टर का जो आंकड़ा है वो लगभग लगभग पर्संट लोगों के पास स टैक्टर हैं पर्संट लोगों के पास ट्रैक्टर बिलकुल नहीं और उनके पास बैल भी नहीं है,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो ट्रैक्टर का जो आँखड़ा है वो लगभग लगभग नौ दस परसेंट लोगों के पास आज ट्रैक्टर हैं नब्बे परसेंट लोगों के पास ट्रैक्टर बिल्कुल नहीं है और उनके पास बैल भी नहीं है,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो टैक्टर का जो आंकड़ा है वो लगभग लगभग नौ दस परसेंट लोों के पास सआत टैक्टर है नब्बे परसेंट लोगों के पास टरैक्टर बिल्कुल नहीं है और उनके पास बैल भी नहीं है
02003680001_chunk_098.wav,पिछले पच्चीस साल का डाँटा उठा लीजिए,पिछले पच्चीस साल का डाँटा उठा लीजिए,पिछले पच्चीस साल का डाटा उठा लीजिए,पिछले पच्चीस साल का डाटा उठा लीजिए
02003680001_chunk_100.wav,जिनके पास ट्रैक्टर है उन किसानों ने भी आत्महत्या नहीं की,जिनके पास टेक्टर है उन किसानों ने भी आतमहत्या नहीं की,जिनके पास ट्रैक्टर है उन किसानों ने भी याद भत्ता नहीं की,जिनके पास ट्ैक्टर है उन किसानों ने भी आत्महत्या नहीं की
02003680001_chunk_106.wav,बहुत बड़ा स्तंभ है,बहुत बड़ा स्तं्भ है,बहुत बड़ा स्तम है,बहुत बड़ा स्तंभ है
02003680001_chunk_121.wav,कि ईश्वर हमको भी छोड़ देगा,े कि ईश्वर हमको भी छोड़ देगा,कि ईश्वर हमको भी छोड़ देगा,ईश्वर हमको भी छोड़ देगा
02003680001_chunk_123.wav,पूरे,पूरे,पूरे,पूरे
02003680001_chunk_128.wav,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है
02003680001_chunk_134.wav,क्योंकि इन फसलों की अंतर्गत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है,क्योंकि इन फसलों की ेंतर्कत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है,क्योंकि इन फ़सलों की अंतर का तरिया बहुत ज़्यादा है उत्पादन बहुत ज़्यादा है,क्योंकि इन फसलों की अंतर्गत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है
02003680001_chunk_140.wav,का संरक्षण करके,ं का संरक्षण कर के,का संरक्षण करके,का संरक्षण करके
02003680001_chunk_153.wav,बैल बना लेते थे और खेती की जुताई का काम करते थे,बैल बना लेते थे और खेती की जुताई का काम करते थे,बैल बना लेते थे और खेती की जुताई का काम करते थे,बैल बना लेते थे और खेती की जुताई का काम करते थे
02003680001_chunk_154.wav,आज क्योंकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,आज च्यूंकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,आज चूकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,आज चूकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं
02003680001_chunk_155.wav,जो मेल हैं,ै जो मेल है,जो मेल हैं,जो मेल हैं
02003680001_chunk_181.wav,हम मादा को या नर को खत्म करेंगे,हम मादा को या नर को ख़त्म करेंगे,हम माधा को या नर को ख़त्म करेंगे,हम मादा को या नर को खत्म करेंगे
02003680001_chunk_184.wav,और पशुओं के मलमूत्र से गोबर मिलता था गोबर सड़ता था और वो खेतों में उपयोग होता था,और पशुओं के मलमूत्र से गोबर मिलता था और वोबर सड़ता था और वो खेतों में उपयोग होता था,और पशुओं के मलमूत्र से गोबर मिलता था और गोबर सड़ता था और वो खेतों में उपयोग होता था,और पशुओं के मलमूत्र से गोबर मिलता था और गोबर सड़ता था और वो खेतों में उपयोग होता था
02003680001_chunk_232.wav,कई लोग ये दलील देते हैं,रकई लोग यह दलील देते हैं,कई लोग ये दलील देते हैं,कई लोग ये दलील देते हैं
02003680001_chunk_234.wav,मुझे बड़ी हंसी आती,मुझे बड़ी हसि आत ही,मुझे बड़ी हँसीिया आती,मुझे बड़ी हसी आती
02003680001_chunk_238.wav,किसान बहुत कम है आबादी बहु कम है हमारे देश में तो देखे दो चीजें हैंजो गांव के बीस पर्सेन्ट भूमिहीन परिवार,ै किसान बहुत कम है आबादी बहु कम है हमारे देश में तो देखे दो चीजें हैं जो गांव के बीस परसंड भूमिहीन परिवार,किसान बहुत कम है आबादी बहुत कम है हमारे देश में तो देखिए दो चीज़ें हैं जो गाँव के बीस परसेंट भूमन परिवार,किसान बहुत कम ह आबादी बहत कम है हमारे देश में तो देखिए दो चीजें है जो गांव के बीस परसेंट भूमिहीन परिवार
02003680001_chunk_243.wav,इस देश में पिछले पच्चीस सालों में एक भी डांटा नहीं है कि जिस किसान के पास बैल से खेती करता और उसने आत्महत्या किया और जो आत्महत्या करने वाले लोग हैं,इस देश में पिछले पच्चीस सालों में एक भी डांटा नहीं है कि जिस किसान के पास बैल से खेतीकर्ता और उसने आत्महत्या कियऔर जो आत्महत्या करने वाले लोग हैं,इस देश में पिछले पच्चीस सालों में एक भी डाटा नहीं है कि जिस किसान के पास बैल से खेती करता और उसने आत्महत्या किया और जुवात्महत्या करने वाले लोग हैं,इस देश में पिछले पच्चीस सालों में एक भी डाटा नहीं है कि जिस किसान के पास बैल से खेती कर्ता और उसने आत्महत्या की और जो आत्महत्या करने वाले लोग हैं
02003680001_chunk_249.wav,किराए के ट्रैक्टर से खेती कराता है,ै किराई के ट्रैक्टर से खेती कराता है,किराए के ट्रैक्टर से खेती कराता है,किराई के ट्रैक्टर से खेती कराता है
02003680001_chunk_259.wav,फसलों में इंसेक्ट का कारण है,फसलों में इंसेक्स का कारण है,फसलों में इनसेक् का कार है,फसलों में इंसेक्ट का कारण है
02003680001_chunk_260.wav,पक्षियों का नष्ट हो जाना,पक्षियों का नष्ट हो जाना,पक्षियों का नष्ट हो जाना,पक्षियों का नष्ट हो जाना
02003680001_chunk_270.wav,किसान से थोड़ी सी भी हमदर्दी है,े किसान से थोड़ी सी भी हमदर्दी है,किसान से थोड़ी सी भी हमदर्द है,किसान से थोड़ी सी भी हम दर्दी है
02003680001_chunk_272.wav,वो इन विषयों पर थोड़ा आत्म साथ करें आत्मचिंतन करें,एवो इन विषयों पर थोड़ा आत्मसात करें आत्मचिंतन करें,वो इन विषयियों पर थोड़ा आत्मसथ करें आत्मचिंतन करें,वो इन विषयों पर थोड़ा ्आत्मसाथ करें आत्मचिंतन करें
02003680001_chunk_281.wav,विषय वहां तक जाता है,विषय वहाँ तक जाता है,विषय वहाँ तक जाता है,विषय वहां तक जाता है
02003680001_chunk_298.wav,जो परम परागत खेती है जिसको आप प्रमोट करना चाहते हैं,ैं जो परंपरागत खेती है जिसको आप प्रमोट करना चाहते है,जो परंपरागत खेती है जिसको आप प्रमोट करना चाहते हैं,जो परंपरागत खेती है जिसको आप प्रमोट करना चाहते हैं
02003680001_chunk_300.wav,तो दो चीजों को सुनिश्चित करना पड़ेगा कि मैकेनाइज पर मैकेनाइज खेती पर कोई अनुदान नहीं रसायनिक उर्वरकों पर कोई अनुदान नहीं,तो दो चीजों को सुनिश्चित करना पड़ेगा कि मैकेनाइज पर मैकेनाइज खेती पर कोई अनुदान नहीं रसायनिक उर्बर्कों पर कोई अनुदान नहीं,तो दो चीज़ों को सुनिश्चित करना पड़ेगा कि मइकेनाइज पर मैकेनाइज खेती पर कोई अनुदान नहीं रास्ानिक और वर्कों पर कोई अनुदान नहीं,तो दो चीजों को सुनिश्चित करना पड़ेगा कि मैकेनाइज पर माैकेनाइज खेती पर कोई अनुदान नहीं रसायनिक उर्बरकों पर कोई अनुदान नहीं
